SHOT_ID_NUMBER,MATCH_ID,KNOCKOUT_MATCH,GAME_SEASON,OPPONENT,HOME_AWAY,DISTANCE_OF_SHOT,POWER_OF_SHOT,AREA_OF_SHOT,SHOT_BASICS,LOCATION_X,LOCATION_Y,REMAINING_MIN,IS_GOAL
11394,20201028,0,2002-03,MANU @ HOU,AWAY,45,2,Right Side Center(RC),Penalty Spot,115,227,4.683333333,0
11395,20201028,0,2002-03,MANU @ HOU,AWAY,20,2,Center(C),Goal Area,0,0,3.466666667,1
11396,20201028,0,2002-03,MANU @ HOU,AWAY,26,2,Center(C),Goal Line,-48,43,0.2833333333,0
11397,20201028,0,2002-03,MANU @ HOU,AWAY,32,3,Right Side(R),Mid Range,97,77,10.95,0
11398,20201028,0,2002-03,MANU @ HOU,AWAY,20,2,Center(C),Goal Area,0,0,10.533333333,1
11399,20201028,0,2002-03,MANU @ HOU,AWAY,20,3,Center(C),Goal Area,0,0,8.383333333,0
11400,20201028,0,2002-03,MANU @ HOU,AWAY,42,3,Left Side Center(LC),Mid Range,-112,191,5,0
11401,20201028,0,2002-03,MANU @ HOU,AWAY,26,3,Center(C),Goal Line,0,31,1.916666667,1
11402,20201028,0,2002-03,MANU @ HOU,AWAY,20,3,Center(C),Goal Area,0,0,0.7333333333,1
11403,20201028,0,2002-03,MANU @ HOU,AWAY,28,4,Right Side(R),Goal Line,72,0,11.25,0
11404,20201028,0,2002-03,MANU @ HOU,AWAY,40,4,Right Side Center(RC),Mid Range,143,150,8.5,1
11405,20201028,0,2002-03,MANU @ HOU,AWAY,31,4,Right Side(R),Mid Range,113,20,6.2,0
11406,20201028,0,2002-03,MANU @ HOU,AWAY,20,4,Center(C),Goal Area,0,0,5.683333333,1
11407,20201028,0,2002-03,MANU @ HOU,AWAY,35,4,Center(C),Goal Line,72,135,3.483333333,0
11408,21100223,0,2011-12,MANU @ ORL,AWAY,37,1,Center(C),Mid Range,29,175,8.116666667,1
11409,21100223,0,2011-12,MANU @ ORL,AWAY,20,1,Center(C),Goal Area,0,9,7.616666667,0
11410,21100223,0,2011-12,MANU @ ORL,AWAY,33,1,Left Side(L),Mid Range,-133,17,3.066666667,0
11411,21100223,0,2011-12,MANU @ ORL,AWAY,40,2,Right Side Center(RC),Mid Range,165,121,8.516666667,0
11412,21100223,0,2011-12,MANU @ ORL,AWAY,28,2,Right Side(R),Goal Line,78,0,6.766666667,1
11413,21100223,0,2011-12,MANU @ ORL,AWAY,47,2,Left Side Center(LC),Penalty Spot,-179,206,3.433333333,0
11414,21100223,0,2011-12,MANU @ ORL,AWAY,28,2,Left Side(L),Mid Range,-86,22,1.683333333,1
11415,21100223,0,2011-12,MANU @ ORL,AWAY,30,2,Right Side(R),Goal Line,61,89,0.6333333333,1
11416,21100223,0,2011-12,MANU @ ORL,AWAY,29,3,Left Side(L),Mid Range,-93,11,7.333333333,1
11417,21100223,0,2011-12,MANU @ ORL,AWAY,21,3,Center(C),Goal Area,-10,9,3.5,1
11418,21100223,0,2011-12,MANU @ ORL,AWAY,22,3,Center(C),Goal Area,7,25,2.866666667,0
11419,21100223,0,2011-12,MANU @ ORL,AWAY,34,3,Right Side(R),Mid Range,147,-8,1.9,0
11420,21100223,0,2011-12,MANU @ ORL,AWAY,36,4,Center(C),Mid Range,-11,167,11.3,0
11421,21100223,0,2011-12,MANU @ ORL,AWAY,48,4,Right Side Center(RC),Penalty Spot,195,203,6.95,1
11422,21100223,0,2011-12,MANU @ ORL,AWAY,36,4,Left Side Center(LC),Mid Range,-125,112,3.95,1
11423,21100223,0,2011-12,MANU @ ORL,AWAY,23,4,Center(C),Goal Area,10,36,3.15,1
11424,21100223,0,2011-12,MANU @ ORL,AWAY,42,4,Left Side Center(LC),Mid Range,-166,0,2.666666667,0
11425,21100223,0,2011-12,MANU @ ORL,AWAY,34,4,Center(C),Goal Line,65,129,1.366666667,0
11426,20600311,0,2006-07,MANU @ HOU,AWAY,26,1,Center(C),Goal Line,29,56,10.616666667,0
11427,20600311,0,2006-07,MANU @ HOU,AWAY,39,1,Left Side Center(LC),Mid Range,-128,141,8.366666667,0
11428,20600311,0,2006-07,MANU @ HOU,AWAY,39,1,Center(C),Mid Range,146,0,6.583333333,0
11429,20600311,0,2006-07,MANU @ HOU,AWAY,32,1,Right Side(R),Goal Line,67,105,5.633333333,1
11430,20600311,0,2006-07,MANU @ HOU,AWAY,37,1,Left Side Center(LC),Mid Range,-59,160,5.016666667,1
11431,20600311,0,2006-07,MANU @ HOU,AWAY,37,1,Right Side(R),Mid Range,177,8,4.466666667,1
11432,20600311,0,2006-07,MANU @ HOU,AWAY,36,1,Center(C),Mid Range,110,127,4.05,0
11433,20600311,0,2006-07,MANU @ HOU,AWAY,44,1,Left Side(L),Left Corner,-235,49,0,0
11434,20600311,0,2006-07,MANU @ HOU,AWAY,46,2,Right Side Center(RC),Penalty Spot,156,0,8.7,0
11435,20600311,0,2006-07,MANU @ HOU,AWAY,20,2,Center(C),Goal Area,0,0,8,1
11436,20600311,0,2006-07,MANU @ HOU,AWAY,29,2,Center(C),Goal Line,47,86,7.6,0
11437,20600311,0,2006-07,MANU @ HOU,AWAY,20,2,Center(C),Goal Area,0,0,4.35,1
11438,20600311,0,2006-07,MANU @ HOU,AWAY,46,2,Right Side Center(RC),Penalty Spot,154,214,0.85,1
11439,20600311,0,2006-07,MANU @ HOU,AWAY,44,2,Right Side Center(RC),Penalty Spot,172,178,0.4833333333,0
11440,20600311,0,2006-07,MANU @ HOU,AWAY,36,3,Left Side(L),Mid Range,0,46,10.5,0
11441,20600311,0,2006-07,MANU @ HOU,AWAY,47,3,Right Side Center(RC),Penalty Spot,133,243,8.9,0
11442,20600311,0,2006-07,MANU @ HOU,AWAY,30,3,Left Side(L),Mid Range,-97,51,2.933333333,1
11443,20600311,0,2006-07,MANU @ HOU,AWAY,45,4,Right Side Center(RC),Penalty Spot,171,0,11.716666667,1
11444,20600311,0,2006-07,MANU @ HOU,AWAY,45,4,Right Side Center(RC),Penalty Spot,121,220,11.503333333,0
11445,20600311,0,2006-07,MANU @ HOU,AWAY,45,4,Right Side Center(RC),Penalty Spot,154,199,9.166666667,0
11446,20600311,0,2006-07,MANU @ HOU,AWAY,32,4,Left Side(L),Mid Range,-112,51,3.733333333,0
11447,20600311,0,2006-07,MANU @ HOU,AWAY,37,4,Left Side(L),Mid Range,-166,48,1.65,0
11448,20600311,0,2006-07,MANU @ HOU,AWAY,42,4,Center(C),Mid Range,0,160,1.316666667,0
11449,20600311,0,2006-07,MANU @ HOU,AWAY,20,4,Center(C),Goal Area,0,0,0.9666666667,0
11450,21400222,0,2014-15,MANU vs. MEM,HOME,22,2,Center(C),Goal Area,9,25,3.55,0
11451,21400222,0,2014-15,MANU vs. MEM,HOME,31,2,Left Side(L),Mid Range,-105,34,1.516666667,0
11452,21400222,0,2014-15,MANU vs. MEM,HOME,44,3,Right Side Center(RC),Penalty Spot,222,110,5.533333333,1
11453,21400222,0,2014-15,MANU vs. MEM,HOME,45,3,Right Side Center(RC),Penalty Spot,176,189,4.216666667,1
11454,21400222,0,2014-15,MANU vs. MEM,HOME,29,3,Right Side(R),Mid Range,95,12,3.416666667,0
11455,21400222,0,2014-15,MANU vs. MEM,HOME,36,3,Right Side Center(RC),Mid Range,106,124,3.25,0
11456,21400222,0,2014-15,MANU vs. MEM,HOME,21,3,Center(C),Goal Area,-5,11,1.683333333,1
11457,21400222,0,2014-15,MANU vs. MEM,HOME,22,4,Center(C),Goal Area,-19,12,4.216666667,0
11458,21400222,0,2014-15,MANU vs. MEM,HOME,42,4,Right Side(R),Right Corner,223,52,2.433333333,0
11459,21400222,0,2014-15,MANU vs. MEM,HOME,44,4,Left Side Center(LC),Penalty Spot,-164,187,1.15,0
11460,21400222,0,2014-15,MANU vs. MEM,HOME,44,4,Left Side Center(LC),Penalty Spot,-205,138,0.15,0
11461,20300070,0,2003-04,MANU @ NOH,AWAY,20,1,Center(C),Goal Area,0,0,10.7,1
11462,20300070,0,2003-04,MANU @ NOH,AWAY,20,1,Center(C),Goal Area,0,0,6.044006456,0
11463,20300070,0,2003-04,MANU @ NOH,AWAY,20,1,Center(C),Goal Area,0,0,4.55,1
11464,20300070,0,2003-04,MANU @ NOH,AWAY,26,1,Center(C),Goal Line,-52,45,3.45,0
11465,20300070,0,2003-04,MANU @ NOH,AWAY,37,1,Right Side(R),Mid Range,153,77,1.4,0
11466,20300070,0,2003-04,MANU @ NOH,AWAY,20,1,Center(C),Goal Area,0,0,1,0
11467,20300070,0,2003-04,MANU @ NOH,AWAY,43,3,Right Side(R),Right Corner,232,17,8.133333333,0
11468,20300070,0,2003-04,MANU @ NOH,AWAY,45,3,Center(C),Penalty Spot,174,181,2.283333333,0
11469,20300070,0,2003-04,MANU @ NOH,AWAY,31,3,Right Side(R),Mid Range,113,8,1.7,0
11470,20300070,0,2003-04,MANU @ NOH,AWAY,45,4,Left Side Center(LC),Penalty Spot,-210,141,5.45,0
11471,20300070,0,2003-04,MANU @ NOH,AWAY,44,4,Right Side Center(RC),Penalty Spot,135,0,3.65,0
11472,20100235,0,2001-02,MANU vs. MIN,HOME,35,1,Left Side(L),Mid Range,-113,110,10.953333333,1
11473,20100235,0,2001-02,MANU vs. MIN,HOME,33,1,Left Side(L),Mid Range,-134,26,5.833333333,0
11474,20100235,0,2001-02,MANU vs. MIN,HOME,39,1,Center(C),Mid Range,1,194,2,0
11475,20100235,0,2001-02,MANU vs. MIN,HOME,36,1,Left Side Center(LC),Mid Range,-105,133,1.266666667,1
11476,20100235,0,2001-02,MANU vs. MIN,HOME,20,1,Center(C),Goal Area,0,0,0.7166666667,0
11477,20100235,0,2001-02,MANU vs. MIN,HOME,45,2,Right Side Center(RC),Penalty Spot,180,184,0.6833333333,1
11478,20100235,0,2001-02,MANU vs. MIN,HOME,25,3,Center(C),Mid Range,1,57,7.75,1
11479,20100235,0,2001-02,MANU vs. MIN,HOME,37,3,Left Side Center(LC),Mid Range,-84,156,6.783333333,0
11480,20100235,0,2001-02,MANU vs. MIN,HOME,23,3,Center(C),Goal Area,16,30,6.233333333,0
11481,20100235,0,2001-02,MANU vs. MIN,HOME,30,3,Center(C),Mid Range,-18,0,2.616666667,1
11482,29800071,0,1998-99,MANU vs. IND,HOME,27,1,Center(C),Goal Line,46,61,10.2,1
11483,29800071,0,1998-99,MANU vs. IND,HOME,31,2,Left Side(L),Goal Line,-59,93,8.65,0
11484,29800071,0,1998-99,MANU vs. IND,HOME,24,2,Center(C),Goal Line,0,46,5.466666667,1
11485,29800071,0,1998-99,MANU vs. IND,HOME,28,3,Center(C),Goal Line,-29,78,3.083333333,1
11486,29800071,0,1998-99,MANU vs. IND,HOME,33,2,Right Side(R),Mid Range,132,-29,1.416666667,0
11487,29800071,0,1998-99,MANU vs. IND,HOME,78,2,Mid Ground(MG),Mid Ground Line,-14,585,0,0
11488,29800071,0,1998-99,MANU vs. IND,HOME,20,3,Center(C),Goal Area,0,0,4.516666667,0
11489,29800071,0,1998-99,MANU vs. IND,HOME,35,4,Right Side(R),Mid Range,154,1,0.8833333333,1
11490,29800071,0,1998-99,MANU vs. IND,HOME,44,3,Right Side Center(RC),Penalty Spot,224,93,0.3,0
11491,29800071,0,1998-99,MANU vs. IND,HOME,48,4,Center(C),Penalty Spot,12,287,0.06666666667,1
11492,29800071,0,1998-99,MANU vs. IND,HOME,47,4,Center(C),Penalty Spot,-14,0,0,0
11493,20700789,0,2007-08,MANU vs. ATL,HOME,36,1,Right Side(R),Mid Range,161,0,11.116666667,0
11494,20700789,0,2007-08,MANU vs. ATL,HOME,48,1,Left Side Center(LC),Penalty Spot,-187,210,7.166666667,0
11495,20700789,0,2007-08,MANU vs. ATL,HOME,24,1,Center(C),Mid Range,-29,28,2.75,1
11496,20700789,0,2007-08,MANU vs. ATL,HOME,20,1,Center(C),Goal Area,0,0,1.533333333,1
11497,20700789,0,2007-08,MANU vs. ATL,HOME,20,1,Center(C),Goal Area,0,0,0.8,0
11498,20700789,0,2007-08,MANU vs. ATL,HOME,20,1,Center(C),Goal Area,0,0,0.3666666667,0
11499,20700789,0,2007-08,MANU vs. ATL,HOME,20,1,Center(C),Goal Area,0,0,0.01666666667,1
11500,20700789,0,2007-08,MANU vs. ATL,HOME,47,2,Right Side Center(RC),Penalty Spot,87,257,4.766666667,1
11501,20700789,0,2007-08,MANU vs. ATL,HOME,20,2,Center(C),Goal Area,0,0,4.533333333,1
11502,20700789,0,2007-08,MANU vs. ATL,HOME,47,3,Left Side Center(LC),Penalty Spot,-200,192,2.6,0
11503,20700789,0,2007-08,MANU vs. ATL,HOME,20,2,Center(C),Goal Area,0,0,0.5166666667,1
11504,20700789,0,2007-08,MANU vs. ATL,HOME,46,3,Right Side Center(RC),Penalty Spot,141,219,9.933333333,0
11505,20700789,0,2007-08,MANU vs. ATL,HOME,40,3,Right Side(R),Mid Range,184,94,4.716666667,1
11506,20700789,0,2007-08,MANU vs. ATL,HOME,20,3,Center(C),Goal Area,0,0,4.066666667,0
11507,20700789,0,2007-08,MANU vs. ATL,HOME,20,3,Center(C),Goal Area,0,0,2.366666667,0
11508,20700789,0,2007-08,MANU vs. ATL,HOME,20,3,Center(C),Goal Area,0,0,1.983333333,1
11509,20600431,0,2006-07,MANU @ CHA,AWAY,33,1,Left Side(L),Mid Range,-95,92,10.5,1
11510,20600431,0,2006-07,MANU @ CHA,AWAY,20,1,Center(C),Goal Area,0,0,10.033333333,1
11511,20600431,0,2006-07,MANU @ CHA,AWAY,24,1,Center(C),Goal Line,-36,26,8.783333333,1
11512,20600431,0,2006-07,MANU @ CHA,AWAY,25,1,Center(C),Goal Line,8,53,4.583333333,1
11513,20600431,0,2006-07,MANU @ CHA,AWAY,20,1,Center(C),Goal Area,0,0,2.866666667,1
11514,20600431,0,2006-07,MANU @ CHA,AWAY,62.4,1,Center(C),Goal Line,26,79,2.383333333,0
11515,20600431,0,2006-07,MANU @ CHA,AWAY,35,1,Right Side(R),Mid Range,156,20,1.75,1
11516,20600431,0,2006-07,MANU @ CHA,AWAY,40,2,Right Side(R),Mid Range,207,2,7.883333333,1
11517,20600431,0,2006-07,MANU @ CHA,AWAY,45,2,Left Side Center(LC),Penalty Spot,-151,201,6.683333333,1
11518,20600431,0,2006-07,MANU @ CHA,AWAY,25,2,Center(C),Goal Line,21,46,5.766666667,0
11519,20600431,0,2006-07,MANU @ CHA,AWAY,26,2,Center(C),Goal Line,20,0,5.316666667,0
11520,20600431,0,2006-07,MANU @ CHA,AWAY,24,2,Center(C),Goal Line,33,26,4.833333333,0
11521,20600431,0,2006-07,MANU @ CHA,AWAY,24,2,Center(C),Goal Line,6,49,4.416666667,0
11522,20600431,0,2006-07,MANU @ CHA,AWAY,20,2,Center(C),Goal Area,0,0,3.95,1
11523,20600431,0,2006-07,MANU @ CHA,AWAY,44,3,Right Side Center(RC),Mid Range,217,110,9.883333333,0
11524,20600431,0,2006-07,MANU @ CHA,AWAY,20,3,Center(C),Goal Area,0,0,8.95,1
11525,20600431,0,2006-07,MANU @ CHA,AWAY,20,3,Center(C),Goal Area,0,0,8.05,1
11526,20600431,0,2006-07,MANU @ CHA,AWAY,38,3,Left Side(L),Mid Range,-174,63,5.9,1
11527,20600431,0,2006-07,MANU @ CHA,AWAY,45,4,Left Side Center(LC),Mid Range,-217,140,11.233333333,0
11528,20600431,0,2006-07,MANU @ CHA,AWAY,37,3,Right Side Center(RC),Mid Range,0,143,6.166666667,0
11529,20600431,0,2006-07,MANU @ CHA,AWAY,35,4,Left Side(L),Mid Range,-154,-5,5.45,0
11530,20600431,0,2006-07,MANU @ CHA,AWAY,34,4,Right Side(R),Mid Range,143,3,3.55,1
11531,20600431,0,2006-07,MANU @ CHA,AWAY,30,4,Right Side(R),Goal Line,74,77,1.216666667,0
11532,20600431,0,2006-07,MANU @ CHA,AWAY,36,5,Right Side Center(RC),Mid Range,80,145,3.833333333,0
11533,20600431,0,2006-07,MANU @ CHA,AWAY,23,6,Center(C),Goal Area,-2,33,2.05,0
11534,20600431,0,2006-07,MANU @ CHA,AWAY,30,6,Right Side(R),Mid Range,98,48,1.45,1
11535,20600431,0,2006-07,MANU @ CHA,AWAY,20,7,Center(C),Goal Area,0,0,2.116666667,1
11536,20600431,0,2006-07,MANU @ CHA,AWAY,45,7,Center(C),Penalty Spot,-6,250,1.033333333,0
11537,20501078,0,2005-06,MANU @ SEA,AWAY,41,1,Center(C),Mid Range,-5,210,11.016666667,0
11538,20501078,0,2005-06,MANU @ SEA,AWAY,35,1,Right Side(R),Mid Range,153,-1,9.55,0
11539,20501078,0,2005-06,MANU @ SEA,AWAY,34,1,Right Side(R),Goal Line,80,125,9.45,1
11540,20501078,0,2005-06,MANU @ SEA,AWAY,20,1,Center(C),Mid Range,0,0,7.683333333,0
11541,20501078,0,2005-06,MANU @ SEA,AWAY,30,1,Right Side(R),Mid Range,107,10,6,1
11542,20501078,0,2005-06,MANU @ SEA,AWAY,20,1,Center(C),Mid Range,0,0,3.75,0
11543,20501078,0,2005-06,MANU @ SEA,AWAY,42,1,Left Side Center(LC),Mid Range,-161,150,2.683333333,0
11544,20501078,0,2005-06,MANU @ SEA,AWAY,31,1,Left Side(L),Mid Range,-110,-3,2.25,1
11545,20501078,0,2005-06,MANU @ SEA,AWAY,35,2,Right Side(R),Mid Range,112,0,11.833333333,0
11546,20501078,0,2005-06,MANU @ SEA,AWAY,20,2,Center(C),Goal Area,0,0,11.416666667,1
11547,20501078,0,2005-06,MANU @ SEA,AWAY,46,2,Center(C),Penalty Spot,-174,206,9.766666667,1
11548,20501078,0,2005-06,MANU @ SEA,AWAY,41,2,Left Side(L),Mid Range,-186,114,8.15,0
11549,20501078,0,2005-06,MANU @ SEA,AWAY,40,2,Right Side Center(RC),Mid Range,126,156,7.683333333,1
11550,20501078,0,2005-06,MANU @ SEA,AWAY,37,2,Right Side(R),Mid Range,148,100,7.083333333,0
11551,20501078,0,2005-06,MANU @ SEA,AWAY,44,2,Right Side Center(RC),Penalty Spot,174,174,4.933333333,0
11552,20501078,0,2005-06,MANU @ SEA,AWAY,35,2,Left Side(L),Mid Range,-133,82,2.5,0
11553,20501078,0,2005-06,MANU @ SEA,AWAY,37,2,Right Side Center(RC),Mid Range,130,117,1.216666667,1
11554,20501078,0,2005-06,MANU @ SEA,AWAY,45,3,Right Side Center(RC),Penalty Spot,195,160,11.383333333,0
11555,20501078,0,2005-06,MANU @ SEA,AWAY,20,3,Center(C),Goal Area,0,0,9.166666667,1
11556,20501078,0,2005-06,MANU @ SEA,AWAY,38,3,Left Side Center(LC),Mid Range,-128,137,7.983333333,1
11557,20501078,0,2005-06,MANU @ SEA,AWAY,30,3,Right Side(R),Mid Range,85,63,6.483333333,0
11558,20501078,0,2005-06,MANU @ SEA,AWAY,40,3,Right Side Center(RC),Mid Range,113,169,3.533333333,1
11559,20501078,0,2005-06,MANU @ SEA,AWAY,33,3,Left Side(L),Mid Range,-128,40,3.033333333,1
11560,20501078,0,2005-06,MANU @ SEA,AWAY,20,3,Center(C),Goal Area,0,0,2.666666667,1
11561,20501078,0,2005-06,MANU @ SEA,AWAY,41,3,Center(C),Mid Range,118,178,0.95,0
11562,20501078,0,2005-06,MANU @ SEA,AWAY,20,3,Center(C),Goal Area,0,0,0.92,1
11563,20501078,0,2005-06,MANU @ SEA,AWAY,33,3,Right Side(R),Mid Range,131,17,11.466666667,1
11564,20501078,0,2005-06,MANU @ SEA,AWAY,39,4,Right Side Center(RC),Mid Range,102,171,10.25,0
11565,20501078,0,2005-06,MANU @ SEA,AWAY,33,4,Right Side(R),Mid Range,128,45,7,0
11566,20501078,0,2005-06,MANU @ SEA,AWAY,26,4,Center(C),Goal Line,-16,64,6.666666667,0
11567,20501078,0,2005-06,MANU @ SEA,AWAY,33,4,Right Side(R),Mid Range,131,-6,6.083333333,0
11568,20501078,0,2005-06,MANU @ SEA,AWAY,35,4,Left Side(L),Mid Range,-123,95,4.316666667,1
11569,20501078,0,2005-06,MANU @ SEA,AWAY,46,4,Left Side Center(LC),Penalty Spot,-176,0,2.316666667,0
11570,20501078,0,2005-06,MANU @ SEA,AWAY,36,4,Center(C),Mid Range,-48,160,1.033333333,0
11571,20900045,0,2009-10,MANU vs. ATL,HOME,42,1,Center(C),Mid Range,-13,224,11.716666667,0
11572,20900045,0,2009-10,MANU vs. ATL,HOME,33,1,Right Side(R),Goal Line,72,118,8.383333333,0
11573,20900045,0,2009-10,MANU vs. ATL,HOME,37,1,Left Side(L),Mid Range,-175,4,7.35,0
11574,20900045,0,2009-10,MANU vs. ATL,HOME,20,3,Center(C),Goal Area,0,0,6.633333333,1
11575,20900045,0,2009-10,MANU vs. ATL,HOME,32,1,Left Side(L),Mid Range,-81,93,5.316666667,1
11576,20900045,0,2009-10,MANU vs. ATL,HOME,37,1,Right Side Center(RC),Mid Range,102,146,4.116666667,1
11577,20900045,0,2009-10,MANU vs. ATL,HOME,35,1,Center(C),Goal Line,-75,138,3.266666667,1
11578,20900045,0,2009-10,MANU vs. ATL,HOME,40,1,Left Side Center(LC),Mid Range,0,131,2.516666667,0
11579,20900045,0,2009-10,MANU vs. ATL,HOME,26,1,Center(C),Goal Line,-15,61,2.083333333,0
11580,20900045,0,2009-10,MANU vs. ATL,HOME,20,1,Center(C),Goal Area,0,0,0.9666666667,0
11581,20900045,0,2009-10,MANU vs. ATL,HOME,43,1,Left Side(L),Left Corner,-237,0,0.5333333333,1
11582,20900045,0,2009-10,MANU vs. ATL,HOME,41,1,Center(C),Mid Range,21,214,0,0
11583,20900045,0,2009-10,MANU vs. ATL,HOME,40,2,Right Side Center(RC),Mid Range,133,0,6.15,0
11584,20900045,0,2009-10,MANU vs. ATL,HOME,32,2,Right Side(R),Goal Line,69,107,2.816666667,1
11585,20900045,0,2009-10,MANU vs. ATL,HOME,20,2,Center(C),Goal Area,0,0,1.866666667,1
11586,20900045,0,2009-10,MANU vs. ATL,HOME,35,2,Center(C),Goal Line,73,134,1.166666667,0
11587,20900045,0,2009-10,MANU vs. ATL,HOME,20,2,Center(C),Goal Area,0,0,0.4666666667,1
11588,20900045,0,2009-10,MANU vs. ATL,HOME,38,3,Right Side Center(RC),Mid Range,94,157,10.516666667,0
11589,20900045,0,2009-10,MANU vs. ATL,HOME,20,3,Center(C),Goal Area,0,0,7.233333333,1
11590,20900045,0,2009-10,MANU vs. ATL,HOME,20,3,Center(C),Goal Area,0,0,114.923333333,1
11591,20900045,0,2009-10,MANU vs. ATL,HOME,44,3,Left Side Center(LC),Penalty Spot,-120,219,5.766666667,0
11592,20900045,0,2009-10,MANU vs. ATL,HOME,20,3,Center(C),Goal Area,0,0,5.716666667,1
11593,20900045,0,2009-10,MANU vs. ATL,HOME,30,3,Left Side(L),Goal Line,0,91,2.75,0
11594,20900045,0,2009-10,MANU vs. ATL,HOME,20,3,Center(C),Goal Area,0,0,0.9666666667,1
11595,20900045,0,2009-10,MANU vs. ATL,HOME,37,4,Left Side Center(LC),Mid Range,-122,129,6.416666667,0
11596,20900045,0,2009-10,MANU vs. ATL,HOME,20,4,Center(C),Mid Range,0,0,5.633333333,1
11597,20900045,0,2009-10,MANU vs. ATL,HOME,20,4,Center(C),Goal Area,0,0,4.216666667,1
11598,20900045,0,2009-10,MANU vs. ATL,HOME,38,4,Left Side Center(LC),Mid Range,-139,116,1.416666667,0
11599,20700713,0,2007-08,MANU @ ATL,AWAY,40,1,Right Side(R),Mid Range,166,115,11.566666667,1
11600,20700713,0,2007-08,MANU @ ATL,AWAY,48,1,Right Side Center(RC),Penalty Spot,154,243,11.1,0
11601,20700713,0,2007-08,MANU @ ATL,AWAY,35,1,Left Side(L),Mid Range,-131,79,2.3,0
11602,20700713,0,2007-08,MANU @ ATL,AWAY,38,1,Left Side(L),Mid Range,-182,28,0.7833333333,1
11603,20700713,0,2007-08,MANU @ ATL,AWAY,20,3,Center(C),Goal Area,0,0,0.6,1
11604,20700713,0,2007-08,MANU @ ATL,AWAY,37,2,Left Side(L),Mid Range,-156,84,5.316666667,0
11605,20700713,0,2007-08,MANU @ ATL,AWAY,40,2,Right Side Center(RC),Mid Range,159,132,2.166666667,0
11606,20700713,0,2007-08,MANU @ ATL,AWAY,39,3,Right Side Center(RC),Mid Range,154,125,9.066666667,0
11607,20700713,0,2007-08,MANU @ ATL,AWAY,37,3,Left Side Center(LC),Mid Range,-71,160,7.266666667,0
11608,20700713,0,2007-08,MANU @ ATL,AWAY,20,3,Center(C),Goal Area,0,0,5.833333333,0
11609,20700713,0,2007-08,MANU @ ATL,AWAY,39,4,Center(C),Mid Range,-16,196,6.75,0
11610,20700713,0,2007-08,MANU @ ATL,AWAY,40,3,Center(C),Mid Range,8,202,4.916666667,0
11611,20700713,0,2007-08,MANU @ ATL,AWAY,20,4,Center(C),Goal Area,0,0,3.483333333,0
11612,20700713,0,2007-08,MANU @ ATL,AWAY,31,4,Center(C),Goal Line,1,112,3.283333333,0
11613,20700713,0,2007-08,MANU @ ATL,AWAY,20,4,Center(C),Goal Area,0,0,1.683333333,1
11614,21200653,0,2012-13,MANU vs. OKC,HOME,28,1,Right Side(R),Goal Line,53,61,9.383333333,0
11615,21200653,0,2012-13,MANU vs. OKC,HOME,27,1,Center(C),Goal Line,26,67,7.883333333,0
11616,21200653,0,2012-13,MANU vs. OKC,HOME,40,3,Right Side Center(RC),Mid Range,116,167,3.983333333,1
11617,21200653,0,2012-13,MANU vs. OKC,HOME,22,2,Center(C),Goal Area,0,22,6.333333333,1
11618,21200653,0,2012-13,MANU vs. OKC,HOME,38,3,Right Side Center(RC),Mid Range,106,154,8.633333333,1
11619,21200653,0,2012-13,MANU vs. OKC,HOME,22,3,Center(C),Goal Area,9,20,6.5,1
11620,21200653,0,2012-13,MANU vs. OKC,HOME,35,3,Right Side(R),Mid Range,152,-11,4.833333333,0
11621,21200653,0,2012-13,MANU vs. OKC,HOME,33,4,Right Side(R),Mid Range,136,28,2.25,0
11622,21200653,0,2012-13,MANU vs. OKC,HOME,113.728,4,Right Side Center(RC),Mid Range,67,178,0.6166666667,1
11623,20500775,0,2005-06,MANU vs. ATL,HOME,45,1,Right Side Center(RC),Penalty Spot,100,0,11.483333333,1
11624,20500775,0,2005-06,MANU vs. ATL,HOME,41,3,Left Side(L),Mid Range,-184,105,6.783333333,1
11625,20500775,0,2005-06,MANU vs. ATL,HOME,47,1,Right Side Center(RC),Penalty Spot,121,252,5.183333333,1
11626,20500775,0,2005-06,MANU vs. ATL,HOME,45,1,Center(C),Penalty Spot,1,250,3.883333333,0
11627,20500775,0,2005-06,MANU vs. ATL,HOME,41,1,Left Side Center(LC),Mid Range,-141,163,2,0
11628,20500775,0,2005-06,MANU vs. ATL,HOME,45,1,Right Side Center(RC),Penalty Spot,121,219,0.55,0
11629,20500775,0,2005-06,MANU vs. ATL,HOME,46,2,Left Side Center(LC),Penalty Spot,-194,186,10.75,1
11630,20500775,0,2005-06,MANU vs. ATL,HOME,20,2,Center(C),Goal Area,0,0,9.083333333,0
11631,20500775,0,2005-06,MANU vs. ATL,HOME,40,3,Left Side Center(LC),Mid Range,-67,194,7.016666667,1
11632,20500775,0,2005-06,MANU vs. ATL,HOME,46,2,Left Side Center(LC),Penalty Spot,-199,178,68.04,0
11633,20500775,0,2005-06,MANU vs. ATL,HOME,20,2,Right Side(R),Mid Range,166,30,2.466666667,1
11634,20500775,0,2005-06,MANU vs. ATL,HOME,20,2,Center(C),Goal Area,0,0,0.55,1
11635,20500775,0,2005-06,MANU vs. ATL,HOME,50,3,Right Side Center(RC),Penalty Spot,189,233,5.133333333,1
11636,20500775,0,2005-06,MANU vs. ATL,HOME,38,3,Right Side(R),Mid Range,186,7,1.083333333,0
