SHOT_ID_NUMBER,MATCH_ID,DISTANCE_OF_SHOT,POWER_OF_SHOT,AREA_OF_SHOT,SHOT_BASICS,LOCATION_X,LOCATION_Y,REMAINING_MIN,IS_GOAL,TIMESTAMP
10721,20800772,36,4,2,5,81,142,2.55,0,2022-10-09
10720,20800772,44,4,2,2,138,198,2.983333333,0,2022-10-09
10711,20800772,105,2,3,5,114,25,2.233333333,0,2022-10-09
10717,20800772,45,3,4,2,-188,165,5.25,0,2022-10-09
10716,20800772,32,3,3,5,92,86,1.75,0,2022-10-09
10715,20800772,30,3,5,5,-105,19,9,1,2022-10-09
10712,20800772,20,2,1,4,0,0,1.116666667,1,2022-10-09
10713,20800772,49,3,2,5,192,168,11.016666667,0,2022-10-09
10714,20800772,35,3,1,5,28,148,10.633333333,1,2022-10-09
10705,20800772,20,1,1,4,0,0,6.65,1,2022-10-09
10706,20800772,20,1,1,4,0,0,3,1,2022-10-09
10707,20800772,28,1,1,1,13,86,1.828693333,1,2022-10-09
10719,20800772,20,4,1,4,0,0,4,1,2022-10-09
10735,20800782,20,3,1,4,0,0,3.916666667,1,2022-10-09
10724,20800782,27,1,1,1,-48,58,7.15,1,2022-10-09
10734,20800782,25,3,1,1,-4,55,4.666666667,1,2022-10-09
10733,20800782,30,3,5,5,-93,56,5.333333333,0,2022-10-09
10732,20800782,39,3,3,5,192,36,5.983333333,0,2022-10-09
10731,20800782,31,3,5,5,-92,75,7.016666667,0,2022-10-09
10730,20800782,42,3,2,5,146,168,8.3,0,2022-10-09
10729,20800782,26,2,1,1,56,0,0,0,2022-10-09
10728,20800782,36,3,2,5,58,153,0.9833333333,1,2022-10-09
10727,20800782,26,1,1,1,0,42,4.533333333,1,2022-10-09
10726,20800782,44,1,2,2,223,93,6.15,0,2022-10-09
10725,20800782,34,1,1,5,23,148,6.566666667,1,2022-10-09
10737,20800782,37,3,1,5,-101,140,2.516666667,1,2022-10-09
10742,20800782,45,4,1,2,39,250,0.4833333333,0,2022-10-09
10743,20800782,47,4,1,2,-146,236,0,0,2022-10-09
10736,20800782,45,3,1,2,-194,172,3.066666667,0,2022-10-09
10741,20800782,42,4,3,5,228,17,1.133333333,0,2022-10-09
10723,20800782,20,1,1,4,0,0,7.233333333,0,2022-10-09
10722,20800782,28,1,1,1,36,72,8.55,1,2022-10-09
10740,20800782,44,4,4,2,0,201,1.6,1,2022-10-09
10739,20800782,44,3,2,2,75,228,6.233333333,0,2022-10-09
10738,20800782,39,4,4,5,-134,137,6.616666667,0,2022-10-09
10751,20800797,46,3,2,2,181,190,8.5,0,2022-10-09
10750,20800797,46,3,2,2,149,222,9.816666667,1,2022-10-09
10749,20800797,39,2,4,5,-117,153,1.083333333,1,2022-10-09
10747,20800797,27,1,1,1,-62,33,2.633333333,1,2022-10-09
10746,20800797,38,1,2,5,88,0,5.3,0,2022-10-09
10745,20800797,30,1,3,5,102,9,8,0,2022-10-09
10744,20800797,37,1,3,5,171,26,10.75,0,2022-10-09
10748,20800797,43,1,4,5,-147,183,1.15,0,2022-10-09
10763,20800807,47,4,1,2,-4,271,7.083333333,1,2022-10-09
10765,20800807,22,3,1,5,-7,0,1.816666667,0,2022-10-09
10753,20800807,39,1,4,5,-128,153,6.75,0,2022-10-09
10764,20800807,35,4,5,5,-149,22,5.133333333,0,2022-10-09
10752,20800807,20,1,1,4,-8,1,8.633333333,1,2022-10-09
10766,20800807,31,4,3,5,0,22,1.166666667,1,2022-10-09
10754,20800807,22,1,1,4,12,26,5.666666667,0,2022-10-09
10755,20800807,21,1,1,4,9,7,1.983333333,1,2022-10-09
10757,20800807,30,2,5,5,-103,-2,4.166666667,0,2022-10-09
10758,20800807,23,2,1,4,28,14,1.35,0,2022-10-09
10759,20800807,38,2,2,5,78,173,0.4833333333,0,2022-10-09
10756,20800807,34,2,5,5,-149,12,5.15,1,2022-10-09
10762,20800807,31,3,1,1,-8,115,0.7833333333,0,2022-10-09
10761,20800807,34,3,3,5,147,6,4.6,0,2022-10-09
10760,20800807,30,3,1,1,32,99,6.8,1,2022-10-09
10773,20800821,45,2,4,2,-122,220,2.966666667,1,2022-10-09
10777,20800821,30,3,5,5,-108,15,6.65,0,2022-10-09
10778,20800821,33,3,5,5,-111,85,5.266666667,0,2022-10-09
10779,20800821,20,3,1,4,0,0,3.816666667,1,2022-10-09
10780,20800821,20,3,1,4,0,0,3.1,1,2022-10-09
10781,20800821,20,3,1,4,0,0,1.8,1,2022-10-09
10782,20800821,39,4,1,5,54,190,5.516666667,0,2022-10-09
10783,20800821,32,5,3,1,69,99,4.3,1,2022-10-09
10784,20800821,36,5,2,5,77,0,2.016666667,0,2022-10-09
10785,20800821,20,5,1,4,0,0,0.3833333333,1,2022-10-09
10776,20800821,26,3,1,1,18,61,6.050956805,1,2022-10-09
10775,20800821,26,2,1,1,-51,36,0.5833333333,0,2022-10-09
10774,20800821,20,2,1,4,0,0,2.416666667,1,2022-10-09
10772,20800821,20,2,1,4,0,0,4.183333333,0,2022-10-09
10771,20800821,36,2,4,5,-134,102,5.066666667,0,2022-10-09
10770,20800821,33,1,1,1,69,116,3.35,0,2022-10-09
10769,20800821,20,1,1,4,0,0,5.633333333,1,2022-10-09
10768,20800821,35,1,1,5,62,145,8.316666667,0,2022-10-09
10767,20800821,25,1,1,1,17,56,10.783333333,1,2022-10-09
10800,20800834,45,4,4,2,-161,194,0.35,0,2022-10-09
10787,20800834,31,1,5,5,0,0,4.95,1,2022-10-09
10786,20800834,30,1,1,1,-48,93,7.583333333,1,2022-10-09
10799,20800834,20,4,1,4,0,0,1.016666667,0,2022-10-09
10788,20800834,20,1,1,4,0,0,4.016666667,1,2022-10-09
10789,20800834,28,2,1,1,21,82,5.566666667,1,2022-10-09
10790,20800834,20,3,1,4,0,0,10.683333333,1,2022-10-09
10791,20800834,20,3,1,4,0,0,9.566666667,1,2022-10-09
10792,20800834,20,3,1,4,0,0,6.366666667,0,2022-10-09
10793,20800834,38,3,4,5,0,156,6.25,0,2022-10-09
10794,20800834,35,3,3,5,157,12,3.716666667,0,2022-10-09
10795,20800834,40,3,2,5,160,121,2.166666667,1,2022-10-09
10796,20800834,28,4,5,1,-46,71,6.816666667,0,2022-10-09
10797,20800834,20,4,1,5,0,0,3.666666667,1,2022-10-09
10798,20800834,33,4,5,5,-133,23,1.366666667,1,2022-10-09
10801,20800846,33,1,5,5,-109,86,10.466666667,1,2022-10-09
10805,20800846,35,3,5,5,-141,66,8.183333333,1,2022-10-09
10803,20800846,36,2,5,5,-138,0,2.216666667,1,2022-10-09
10802,20800846,32,1,3,5,119,37,5.166666667,0,2022-10-09
10806,20800846,32,3,3,5,122,19,5.583333333,1,2022-10-09
10807,20800846,36,4,5,5,-161,52,9.233333333,1,2022-10-09
10808,20800846,34,4,3,5,143,7,8.266666667,1,2022-10-09
10809,20800846,21,4,1,4,12,14,7.55,1,2022-10-09
10811,20800846,20,4,1,4,0,0,1.716666667,1,2022-10-09
10810,20800846,37,4,5,5,0,55,6.516666667,1,2022-10-09
10804,20800846,46,2,4,2,-103,241,0,0,2022-10-09
10818,20800862,38,3,5,5,-160,83,5.25,1,2022-10-09
10812,20800862,32,1,5,5,-100,71,11.3,1,2022-10-09
10813,20800862,43,1,1,5,-18,235,8.32976,1,2022-10-09
10814,20800862,20,1,1,4,0,0,2.15,1,2022-10-09
10815,20800862,46,3,2,5,149,217,11.3,0,2022-10-09
10816,20800862,20,3,1,4,0,0,10.016666667,0,2022-10-09
10817,20800862,35,3,5,5,-152,22,66.606666667,1,2022-10-09
10819,20800862,43,3,3,3,236,-11,2.333333333,1,2022-10-09
10836,20800871,20,3,1,4,0,0,2.683333333,0,2022-10-09
10831,20800871,45,3,2,2,192,167,10.866666667,0,2022-10-09
10844,20800871,33,4,3,5,113,80,1.433333333,0,2022-10-09
10833,20800871,35,3,3,5,97,116,6.75,0,2022-10-09
10834,20800871,39,3,4,5,-119,151,6.033333333,0,2022-10-09
10835,20800871,20,3,1,4,0,0,3.833333333,1,2022-10-09
10821,20800871,30,1,1,1,39,99,8.666666667,1,2022-10-09
10830,20800871,29,2,5,5,-48,77,0.6333333333,0,2022-10-09
10829,20800871,44,2,4,2,-185,0,2.083333333,0,2022-10-09
10828,20800871,42,2,2,5,168,149,4,1,2022-10-09
10827,20800871,37,2,3,5,0,86,5.1,1,2022-10-09
10826,20800871,39,2,5,5,-191,25,5.666666667,1,2022-10-09
10825,20800871,37,1,3,5,155,89,2.383333333,1,2022-10-09
10824,20800871,36,1,3,5,166,9,2.583333333,0,2022-10-09
10823,20800871,43,3,2,5,159,170,5.183333333,0,2022-10-09
10822,20800871,45,1,4,2,-160,197,6.283333333,0,2022-10-09
10838,20800871,39,4,2,5,151,124,8.533333333,1,2022-10-09
10820,20800871,37,1,1,5,-86,154,11.666666667,0,2022-10-09
10837,20800871,39,4,3,5,198,9,9.433333333,0,2022-10-09
10832,20800871,29,3,1,5,13,0,10.55,1,2022-10-09
10843,20800871,46,4,2,2,170,205,1.916666667,0,2022-10-09
10842,20800871,29,4,1,1,-41,91,4.216666667,0,2022-10-09
10841,20800871,45,4,2,2,187,172,5.616666667,0,2022-10-09
10840,20800871,25,4,1,1,54,26,6.766666667,0,2022-10-09
10839,20800871,45,4,2,2,135,213,8.05,0,2022-10-09
10861,20800884,45,3,2,2,154,205,6.4,1,2022-10-09
10853,20800884,41,2,5,5,-198,86,4.366666667,0,2022-10-09
10867,20800884,46,4,1,5,-8,269,7.333333333,0,2022-10-09
10868,20800884,20,4,1,4,0,0,6.3,1,2022-10-09
10869,20800884,44,4,2,5,143,197,4.6,0,2022-10-09
10870,20800884,29,4,1,5,-2,91,1.85,0,2022-10-09
10871,20800884,20,4,1,4,0,0,1.333333333,1,2022-10-09
10872,20800884,30,4,5,5,-95,37,0.5,0,2022-10-09
10873,20800884,45,4,4,2,-161,201,0.1333333333,0,2022-10-09
10860,20800884,20,3,1,4,0,0,6.85,1,2022-10-09
10859,20800884,20,3,1,4,0,0,32.733333333,1,2022-10-09
10858,20800884,46,3,4,2,-235,113,8.533333333,1,2022-10-09
10857,20800884,28,3,5,1,-76,34,10.766666667,1,2022-10-09
10856,20800884,23,2,1,4,6,0,1.5,1,2022-10-09
10854,20800884,39,2,2,5,155,116,2.716666667,0,2022-10-09
10862,20800884,45,3,4,2,-207,143,5.983333333,0,2022-10-09
10863,20800884,40,3,2,5,119,173,5.316666667,0,2022-10-09
10864,20800884,30,3,5,5,0,63,4.866666667,0,2022-10-09
10865,20800884,27,3,1,1,-71,19,3.866666667,0,2022-10-09
10855,20800884,20,2,1,4,0,0,2.466666667,1,2022-10-09
10852,20800884,39,2,3,5,170,85,6.683333333,1,2022-10-09
10851,20800884,33,1,3,5,91,102,0,0,2022-10-09
10850,20800884,41,1,3,5,214,-2,5.2,1,2022-10-09
10849,20800884,30,1,3,5,89,47,5.65,0,2022-10-09
10848,20800884,42,1,2,5,177,131,6.516666667,0,2022-10-09
10847,20800884,40,1,1,5,147,148,8.683333333,1,2022-10-09
10846,20800884,42,1,4,5,-112,194,10.666666667,0,2022-10-09
10845,20800884,42,1,3,5,203,91,11.666666667,1,2022-10-09
10866,20800884,45,4,2,2,177,183,8,1,2022-10-09
10879,20800904,20,2,1,4,0,0,5.216666667,0,2022-10-09
10889,20800904,37,3,1,5,-119,131,4.833333333,0,2022-10-09
10886,20800904,37,3,2,5,70,164,9.35,1,2022-10-09
10887,20800904,20,3,1,4,0,0,7.3,1,2022-10-09
10888,20800904,39,3,1,5,102,162,96.673333333,0,2022-10-09
10877,20800904,44,2,4,2,-212,126,6.366666667,0,2022-10-09
10885,20800904,37,3,2,5,56,168,9.983333333,1,2022-10-09
10884,20800904,48,2,2,2,116,258,2.066666667,0,2022-10-09
10883,20800904,37,2,2,5,116,137,2.15,0,2022-10-09
10882,20800904,42,2,2,5,127,186,3.666666667,0,2022-10-09
10881,20800904,29,2,3,1,73,60,4.2,1,2022-10-09
10880,20800904,29,2,5,5,-90,12,4.833333333,1,2022-10-09
10878,20800904,47,2,1,2,64,263,5.683333333,0,2022-10-09
10890,20800904,37,3,3,5,177,3,2.916666667,0,2022-10-09
10891,20800904,45,3,4,2,-174,189,1.483333333,0,2022-10-09
10892,20800904,40,3,2,5,108,170,0.7333333333,1,2022-10-09
10876,20800904,33,2,5,5,-130,0,6.95,0,2022-10-09
10875,20800904,45,1,4,2,-179,183,3.55,1,2022-10-09
10874,20800904,31,1,1,1,18,113,4.933333333,1,2022-10-09
10895,20800925,36,1,2,5,130,96,1.35,0,2022-10-09
10900,20800925,46,2,2,2,159,209,0.03333333333,0,2022-10-09
10903,20800925,45,3,1,2,13,257,2.15,0,2022-10-09
10893,20800925,40,1,2,5,140,153,10.466666667,1,2022-10-09
10894,20800925,46,1,2,2,166,205,9.083333333,0,2022-10-09
10896,20800925,46,2,2,2,214,153,4.9,0,2022-10-09
10897,20800925,32,2,3,5,99,0,4.066666667,1,2022-10-09
10899,20800925,41,2,4,5,-168,134,1.366666667,1,2022-10-09
10898,20800925,33,2,3,5,121,53,2.35,1,2022-10-09
10901,20800925,35,3,3,5,147,45,11.566666667,0,2022-10-09
10902,20800925,31,3,3,5,92,72,9.583333333,1,2022-10-09
10918,20800948,32,3,1,5,28,121,10.416666667,0,2022-10-09
10917,20800948,36,3,4,5,-81,143,11.716666667,1,2022-10-09
10906,20800948,30,1,3,5,100,3,9.083333333,0,2022-10-09
10916,20800948,25,2,1,1,-49,19,0.45,0,2022-10-09
10915,20800948,28,2,3,1,73,47,0.75,0,2022-10-09
10914,20800948,27,2,1,1,-29,74,1.216666667,1,2022-10-09
10913,20800948,44,2,4,2,-127,213,1.866666667,0,2022-10-09
10912,20800948,36,2,2,5,106,129,2.416666667,1,2022-10-09
10907,20800948,20,1,1,4,0,0,7.933333333,1,2022-10-09
10910,20800948,28,1,5,1,-70,53,1.916666667,0,2022-10-09
10909,20800948,40,1,4,5,-101,175,5.216666667,0,2022-10-09
10905,20800948,38,1,3,5,189,11,9.633333333,1,2022-10-09
10908,20800948,39,1,1,5,170,91,7.516666667,0,2022-10-09
10919,20800948,40,3,1,5,1,206,7.183333333,1,2022-10-09
10920,20800948,47,3,4,2,-221,156,1.333333333,0,2022-10-09
10921,20800948,20,3,1,4,0,0,0.1,0,2022-10-09
10923,20800948,45,4,4,2,-221,134,10.383333333,1,2022-10-09
10924,20800948,46,4,4,2,-190,178,9.783333333,0,2022-10-09
10925,20800948,46,4,4,2,-201,178,7.85,1,2022-10-09
10926,20800948,44,4,1,2,64,0,7.35,0,2022-10-09
10904,20800948,20,1,1,4,0,0,10.166666667,1,2022-10-09
10922,20800948,43,4,1,5,29,235,10.916666667,1,2022-10-09
10927,20800948,43,4,5,6,-231,15,7.116666667,0,2022-10-09
10911,20800948,44,1,1,2,65,239,1.366666667,0,2022-10-09
10928,20800948,45,4,4,5,-212,135,3.666666667,0,2022-10-09
10932,20800962,38,1,5,5,-166,75,1.833333333,1,2022-10-09
10943,20800962,20,4,1,4,0,0,1.7,1,2022-10-09
10942,20800962,44,4,4,2,-199,149,3.65,1,2022-10-09
10941,20800962,39,4,1,5,28,0,4.816666667,0,2022-10-09
10940,20800962,34,4,3,1,77,124,6.333333333,0,2022-10-09
10939,20800962,34,3,1,1,-68,126,3.5,1,2022-10-09
10938,20800962,33,3,1,1,31,135,4.566666667,1,2022-10-09
10937,20800962,32,3,1,1,4,126,8.433333333,0,2022-10-09
10936,20800962,33,3,3,1,78,112,9.566666667,0,2022-10-09
10935,20800962,39,3,2,5,106,162,10.066666667,1,2022-10-09
10944,20800962,39,4,3,5,0,110,1.083333333,1,2022-10-09
10945,20800962,36,4,1,5,34,159,0.6333333333,1,2022-10-09
10934,20800962,39,3,2,5,103,170,11.55,1,2022-10-09
10929,20800962,39,1,2,5,125,146,3.6,1,2022-10-09
10930,20800962,32,1,5,5,-125,20,2.466666667,0,2022-10-09
10931,20800962,29,1,3,5,87,40,4.05,0,2022-10-09
10933,20800962,42,2,4,5,-177,134,11.166666667,1,2022-10-09
10958,20800966,36,4,4,5,-65,151,6.383333333,1,2022-10-09
10959,20800966,27,4,1,1,-32,64,4.5,0,2022-10-09
10960,20800966,38,4,4,5,-112,143,2.483333333,0,2022-10-09
10961,20800966,45,4,4,2,-177,178,1.766666667,1,2022-10-09
10962,20800966,40,4,5,5,-187,77,0.8833333333,0,2022-10-09
10955,20800966,29,2,1,1,-19,91,3.866666667,0,2022-10-09
10947,20800966,28,1,1,1,-34,77,8.9,0,2022-10-09
10957,20800966,79,2,1,1,-41,75,1.2,1,2022-10-09
10956,20800966,44,2,2,2,166,175,1.75,0,2022-10-09
10946,20800966,37,1,3,5,146,91,9.4,1,2022-10-09
10954,20800966,34,2,3,5,141,-5,6.566666667,1,2022-10-09
10953,20800966,38,1,2,5,124,137,0.1666666667,1,2022-10-09
10952,20800966,38,1,1,5,24,181,0.9333333333,0,2022-10-09
10951,20800966,33,1,3,1,69,116,2.133333333,0,2022-10-09
10950,20800966,39,1,3,5,190,-8,3.05,0,2022-10-09
10949,20800966,35,1,3,5,154,41,3.666666667,1,2022-10-09
10948,20800966,38,3,5,5,-157,99,8.233333333,1,2022-10-09
10979,20800991,49,4,2,2,151,254,0.3666666667,0,2022-10-09
10978,20800991,39,4,2,5,138,137,1.25,1,2022-10-09
10977,20800991,47,4,4,2,-122,241,3.616666667,1,2022-10-09
10976,20800991,46,4,2,2,0,181,6.833333333,1,2022-10-09
10975,20800991,38,4,5,5,-180,-13,7.6,0,2022-10-09
10974,20800991,37,3,2,5,72,160,1.3,1,2022-10-09
10973,20800991,20,3,1,4,0,0,3.566666667,0,2022-10-09
10972,20800991,45,3,2,2,116,230,5.533333333,0,2022-10-09
10971,20800991,20,3,1,4,0,0,5.966666667,1,2022-10-09
10970,20800991,48,3,2,2,155,0,8.4,0,2022-10-09
10967,20800991,37,2,4,5,-141,108,7.316666667,1,2022-10-09
10966,20800991,36,1,4,5,-120,0,1.15,0,2022-10-09
10965,20800991,38,1,3,5,187,12,3.866666667,0,2022-10-09
10964,20800991,29,1,3,5,91,37,4.7,0,2022-10-09
10963,20800991,34,1,3,5,125,77,5.283333333,0,2022-10-09
10969,20800991,20,3,1,4,0,0,9.083333333,1,2022-10-09
10968,20800991,31,2,3,5,110,9,2.666666667,1,2022-10-09
10981,20801008,40,3,2,5,88,187,10.416666667,1,2022-10-09
10980,20801008,45,1,4,2,-87,239,4.466666667,1,2022-10-09
10987,20801008,41,4,3,5,204,80,1.066666667,0,2022-10-09
10986,20801008,46,4,2,2,97,247,3.766666667,0,2022-10-09
10984,20801008,40,4,2,5,69,190,9.266666667,0,2022-10-09
10983,20801008,37,3,3,5,149,97,9.1,0,2022-10-09
10985,20801008,45,4,4,2,-218,124,8.25,0,2022-10-09
10982,20801008,37,3,4,5,-56,0,9.633333333,1,2022-10-09
11001,20801022,20,3,1,4,0,0,1.633333333,0,2022-10-09
11000,20801022,35,3,5,5,-147,60,4.2,0,2022-10-09
10999,20801022,20,3,1,4,0,0,4.916666667,1,2022-10-09
10998,20801022,20,3,1,5,0,0,5.366666667,1,2022-10-09
10997,20801022,45,3,2,2,181,175,7.966666667,0,2022-10-09
10996,20801022,45,3,2,2,122,219,10.6,0,2022-10-09
10995,20801022,29,2,3,5,92,-3,0.01666666667,0,2022-10-09
10994,20801022,20,2,1,4,0,0,1.366666667,0,2022-10-09
10993,20801022,44,2,4,2,-131,203,3.183333333,0,2022-10-09
10992,20801022,44,2,1,2,0,222,3.7,0,2022-10-09
10990,20801022,20,1,1,5,0,0,2.583333333,1,2022-10-09
11003,20801022,33,4,5,5,-134,7,4.983333333,0,2022-10-09
10989,20801022,20,1,1,4,0,0,3.933333333,1,2022-10-09
10988,20801022,31,3,5,5,-90,74,11.783333333,0,2022-10-09
11004,20801022,20,4,1,4,0,0,3.283333333,0,2022-10-09
11002,20801022,39,4,3,5,162,115,6.483333333,0,2022-10-09
10991,20801022,36,1,4,5,-116,118,1.95,0,2022-10-09
11012,20801038,33,2,5,5,-131,48,6.433333333,1,2022-10-09
11026,20801038,20,4,1,4,0,0,2.083333333,0,2022-10-09
11005,20801038,28,1,5,5,-81,34,10.166666667,1,2022-10-09
11006,20801038,34,1,3,5,141,4,8.416666667,1,2022-10-09
11007,20801038,37,1,3,5,0,6,7.866666667,0,2022-10-09
11008,20801038,46,1,2,2,106,241,3.75,0,2022-10-09
11009,20801038,45,2,1,2,26,258,9.583333333,1,2022-10-09
11010,20801038,45,2,1,2,0,252,8.616666667,0,2022-10-09
11011,20801038,37,2,5,5,-149,89,7.666666667,0,2022-10-09
11025,20801038,33,4,5,5,-130,3,2.866666667,0,2022-10-09
11014,20801038,38,2,5,5,-161,86,2.983333333,1,2022-10-09
11015,20801038,20,2,1,5,0,0,0.55,0,2022-10-09
11016,20801038,42,2,5,6,-228,-2,0.06666666667,0,2022-10-09
11017,20801038,39,3,4,5,-150,0,8.983333333,1,2022-10-09
11018,20801038,20,3,1,4,0,0,6.566666667,1,2022-10-09
11019,20801038,28,3,1,1,-40,78,5.616666667,0,2022-10-09
11020,20801038,43,3,4,2,-194,138,6.050956805,0,2022-10-09
11022,20801038,30,3,3,1,64,86,2.75,0,2022-10-09
11023,20801038,26,4,1,1,45,52,3.716666667,0,2022-10-09
11024,20801038,43,4,4,2,-174,165,3.533333333,1,2022-10-09
11013,20801038,36,2,3,5,165,19,5.466666667,0,2022-10-09
11021,20801038,42,3,1,5,54,220,2.816666667,0,2022-10-09
11027,20801038,20,4,1,5,0,0,1.333333333,1,2022-10-09
11036,20801056,20,3,1,4,0,0,8.75,0,2022-10-09
11028,20801056,20,1,1,4,0,0,7.983333333,0,2022-10-09
11029,20801056,20,1,1,4,0,0,5.833333333,0,2022-10-09
11030,20801056,20,3,1,4,0,0,0.01666666667,1,2022-10-09
11031,20801056,35,2,1,5,-5,159,5.05,0,2022-10-09
11040,20801056,29,3,1,1,7,96,4.733333333,1,2022-10-09
11032,20801056,20,2,1,4,0,0,115.083333333,1,2022-10-09
11033,20801056,37,2,5,5,-146,99,2.783333333,0,2022-10-09
11034,20801056,26,2,4,2,-163,179,1.016666667,1,2022-10-09
11035,20801056,44,2,1,2,54,235,0.45,0,2022-10-09
11037,20801056,37,3,4,5,-65,162,8.466666667,1,2022-10-09
11038,20801056,31,3,5,5,-87,72,7.416666667,0,2022-10-09
11039,20801056,45,3,4,2,-201,156,5.9,0,2022-10-09
11050,20801070,20,3,1,4,0,0,6.35,1,2022-10-09
11049,20801070,34,3,5,5,-125,66,9.416666667,1,2022-10-09
11048,20801070,34,3,5,5,-130,66,10.65,0,2022-10-09
11047,20801070,20,2,1,4,0,0,3.466666667,1,2022-10-09
11045,20801070,46,2,4,2,-220,0,5.733333333,1,2022-10-09
11046,20801070,20,3,1,4,0,0,4.216666667,0,2022-10-09
11052,20801070,44,4,3,3,230,85,3.216666667,0,2022-10-09
11041,20801070,20,1,1,4,0,0,10.166666667,1,2022-10-09
11042,20801070,20,1,1,4,0,0,4.283333333,0,2022-10-09
11044,20801070,40,1,2,5,65,190,2.533333333,1,2022-10-09
11051,20801070,44,3,3,3,233,72,0.01666666667,0,2022-10-09
11043,20801070,20,1,1,4,0,0,3.966666667,1,2022-10-09
11057,20801078,36,2,3,5,157,0,5.466666667,0,2022-10-09
11064,20801078,32,3,5,5,-119,48,1.666666667,0,2022-10-09
11063,20801078,44,3,2,2,136,198,2.433333333,0,2022-10-09
11062,20801078,46,3,2,2,130,228,2.95,1,2022-10-09
11061,20801078,45,3,1,2,32,255,4.016666667,1,2022-10-09
11060,20801078,28,3,5,1,-78,22,7.916666667,1,2022-10-09
11059,20801078,27,3,1,1,9,0,9.25,0,2022-10-09
11056,20801078,44,2,2,2,217,0,5.883333333,0,2022-10-09
11055,20801078,20,1,1,4,0,0,7.483333333,1,2022-10-09
11054,20801078,37,1,4,5,-90,151,8.433333333,0,2022-10-09
11053,20801078,33,1,3,5,129,26,10.016666667,0,2022-10-09
11065,20801078,57,4,1,5,0,0,10.716666667,0,2022-10-09
11066,20801078,47,4,1,2,26,276,8.4,0,2022-10-09
11067,20801078,42,4,2,5,108,198,3.233333333,0,2022-10-09
11068,20801078,37,4,2,5,133,0,1.9,0,2022-10-09
11058,20801078,29,2,3,1,73,64,4.983333333,0,2022-10-09
11070,20801092,37,1,3,5,177,25,6.616666667,0,2022-10-09
11071,20801092,39,2,4,5,-155,113,4.716666667,0,2022-10-09
11072,20801092,38,2,4,5,-128,135,2.716666667,1,2022-10-09
11073,20801092,27,2,1,1,-54,56,1.866666667,0,2022-10-09
11074,20801092,44,2,4,2,-166,184,0.65,1,2022-10-09
11076,20801092,33,3,5,5,-114,75,9.6,0,2022-10-09
11077,20801092,20,3,1,4,0,0,8.516666667,1,2022-10-09
11081,20801092,46,4,2,2,111,246,4.266666667,0,2022-10-09
11069,20801092,20,1,1,4,0,0,8.95,1,2022-10-09
11075,20801092,48,3,2,2,204,0,10.633333333,0,2022-10-09
11082,20801092,47,4,2,2,176,216,3.633333333,0,2022-10-09
11080,20801092,21,4,1,4,10,14,7.166666667,1,2022-10-09
11079,20801092,37,3,4,5,-108,143,3.666666667,0,2022-10-09
11078,20801092,41,3,1,5,-48,0,4.766666667,0,2022-10-09
11102,20801104,37,4,2,5,127,116,1.016666667,1,2022-10-09
11101,20801104,44,4,1,2,-45,0,1.45,0,2022-10-09
11100,20801104,45,4,4,2,-136,0,3.95,0,2022-10-09
11099,20801104,20,4,1,4,0,0,5.533333333,1,2022-10-09
11098,20801104,20,4,1,4,0,0,6.050956805,0,2022-10-09
11097,20801104,31,4,5,5,-106,50,7.566666667,1,2022-10-09
11096,20801104,28,3,3,1,67,53,1.983333333,0,2022-10-09
11095,20801104,45,3,4,2,-198,168,4.566666667,1,2022-10-09
11092,20801104,26,3,1,1,-60,36,10.016666667,0,2022-10-09
11089,20801104,39,1,2,5,130,142,1.85,0,2022-10-09
11091,20801104,46,2,2,2,141,227,2.15,0,2022-10-09
11090,20801104,40,2,1,5,-51,194,5.2,0,2022-10-09
11088,20801104,35,1,3,5,143,56,2.866666667,1,2022-10-09
11087,20801104,29,1,5,5,-90,33,4.25,0,2022-10-09
11086,20801104,35,1,5,5,-108,110,5.716666667,1,2022-10-09
11094,20801104,47,3,4,2,-128,239,5.5,1,2022-10-09
11093,20801104,37,3,1,5,-32,168,6.766666667,1,2022-10-09
11085,20801104,38,1,2,5,133,131,6.166666667,0,2022-10-09
11084,20801104,20,1,1,4,0,0,8.783333333,0,2022-10-09
11083,20801104,38,1,2,5,105,154,11.483333333,1,2022-10-09
11103,20801117,20,1,1,4,0,0,10.933333333,1,2022-10-09
11116,20801117,40,4,4,5,-161,129,0.4666666667,0,2022-10-09
11115,20801117,42,4,3,3,223,0,1.4,0,2022-10-09
11104,20801117,20,1,1,4,0,0,4.183333333,1,2022-10-09
11105,20801117,44,2,2,2,192,157,5.883333333,1,2022-10-09
11106,20801117,37,2,4,5,-89,148,3.883333333,1,2022-10-09
11107,20801117,20,2,1,4,0,0,1.816666667,1,2022-10-09
11108,20801117,37,3,4,5,-95,145,9.95,0,2022-10-09
11114,20801117,20,4,1,4,0,0,3.783333333,1,2022-10-09
11109,20801117,28,3,5,5,-86,14,7.216666667,0,2022-10-09
11110,20801117,29,3,3,1,58,77,4.4,0,2022-10-09
11111,20801117,20,4,1,4,0,0,9.95,0,2022-10-09
11112,20801117,30,4,5,5,-101,12,7.466666667,0,2022-10-09
11113,20801117,20,4,1,4,0,0,7.35,1,2022-10-09
11123,20801134,38,4,5,5,-180,1,6.4,1,2022-10-09
11122,20801134,48,3,4,2,-155,242,4.116666667,0,2022-10-09
11120,20801134,30,2,1,1,43,0,0.3833333333,1,2022-10-09
